tweet_english,tokenize_tweet,labels,cleaned_tweet
presidential candidate serial number Prabowo Subianto admitted he was a little anxious about facing the final presidential election debate but after that he laughed,"['presidential', 'candidate', 'serial', 'number', 'Prabowo', 'Subianto', 'admitted', 'he', 'was', 'a', 'little', 'anxious', 'about', 'facing', 'the', 'final', 'presidential', 'election', 'debate', 'but', 'after', 'that', 'he', 'laughed']",positif,presidential candidate serial Prabowo Subianto admitted anxious facing final presidential election debate laughed
"Finally, the evil conspiracy between Almas and Gibran was revealed. The people were fed up and disgusted to see that all the engineering that was destroying this country continued to be allowed to submerge the candidate pairs.","['Finally', ',', 'the', 'evil', 'conspiracy', 'between', 'Almas', 'and', 'Gibran', 'was', 'revealed', '.', 'The', 'people', 'were', 'fed', 'up', 'and', 'disgusted', 'to', 'see', 'that', 'all', 'the', 'engineering', 'that', 'was', 'destroying', 'this', 'country', 'continued', 'to', 'be', 'allowed', 'to', 'submerge', 'the', 'candidate', 'pairs', '.']",negatif,"Finally , evil conspiracy Almas Gibran revealed . people fed disgusted engineering destroying country continued allowed submerge candidate pairs ."
"even though we have mobilized and paid a lot, this is the honest reality","['even', 'though', 'we', 'have', 'mobilized', 'and', 'paid', 'a', 'lot', ',', 'this', 'is', 'the', 'honest', 'reality']",positif,"mobilized paid lot , honest reality"
"Just take it slow, min. I feel like I'm fighting a small child, why am I getting annoyed with myself?","['Just', 'take', 'it', 'slow', ',', 'min', '.', 'I', 'feel', 'like', 'I', ""'m"", 'fighting', 'a', 'small', 'child', ',', 'why', 'am', 'I', 'getting', 'annoyed', 'with', 'myself', '?']",negatif,"slow , min . feel 'm fighting child , annoyed ?"
just enough people for their opponents,"['just', 'enough', 'people', 'for', 'their', 'opponents']",netral,people opponents
The talker turns out to look like Vicky Prasetyo,"['The', 'talker', 'turns', 'out', 'to', 'look', 'like', 'Vicky', 'Prasetyo']",positif,talker Vicky Prasetyo
"calm down Mr Prabowo, Mr Gibran, single fighter is possible, sir","['calm', 'down', 'Mr', 'Prabowo', ',', 'Mr', 'Gibran', ',', 'single', 'fighter', 'is', 'possible', ',', 'sir']",positif,"calm Prabowo , Gibran , single fighter , sir"
Candidate pairs are not only about progress but also remember culture,"['Candidate', 'pairs', 'are', 'not', 'only', 'about', 'progress', 'but', 'also', 'remember', 'culture']",negatif,Candidate pairs progress remember culture
Why is it that most people who are not for the candidate pair counter using the quality of the candidate pair's supporters even though the rich supporters don't make up the total number of supporters while those who are against the candidate pair always counter the candidate pair directly because of the quality of the candidate pair itself?,"['Why', 'is', 'it', 'that', 'most', 'people', 'who', 'are', 'not', 'for', 'the', 'candidate', 'pair', 'counter', 'using', 'the', 'quality', 'of', 'the', 'candidate', 'pair', ""'s"", 'supporters', 'even', 'though', 'the', 'rich', 'supporters', 'do', ""n't"", 'make', 'up', 'the', 'total', 'number', 'of', 'supporters', 'while', 'those', 'who', 'are', 'against', 'the', 'candidate', 'pair', 'always', 'counter', 'the', 'candidate', 'pair', 'directly', 'because', 'of', 'the', 'quality', 'of', 'the', 'candidate', 'pair', 'itself', '?']",positif,people candidate pair counter quality candidate pair 's supporters rich supporters n't total supporters candidate pair counter candidate pair quality candidate pair ?
"Yes, it has been proven that the electability of candidate pairs is good. It's time to vote once","['Yes', ',', 'it', 'has', 'been', 'proven', 'that', 'the', 'electability', 'of', 'candidate', 'pairs', 'is', 'good', '.', 'It', ""'s"", 'time', 'to', 'vote', 'once']",positif,", proven electability candidate pairs . 's time vote"
"okay, gas, okay, gas, keep on masgibran and don't give it any slack","['okay', ',', 'gas', ',', 'okay', ',', 'gas', ',', 'keep', 'on', 'masgibran', 'and', 'do', ""n't"", 'give', 'it', 'any', 'slack']",positif,", gas , , gas , masgibran n't slack"
"yeah guys, both of you talk a lot and spread lies","['yeah', 'guys', ',', 'both', 'of', 'you', 'talk', 'a', 'lot', 'and', 'spread', 'lies']",negatif,"yeah guys , talk lot spread lies"
"vision and mission for the golden generation welcoming golden Indonesia, whose capabilities are in doubt but have a concrete vision and mission","['vision', 'and', 'mission', 'for', 'the', 'golden', 'generation', 'welcoming', 'golden', 'Indonesia', ',', 'whose', 'capabilities', 'are', 'in', 'doubt', 'but', 'have', 'a', 'concrete', 'vision', 'and', 'mission']",positif,"vision mission golden generation welcoming golden Indonesia , capabilities doubt concrete vision mission"
"You are not alone, we are on your side to build a more advanced Indonesia","['You', 'are', 'not', 'alone', ',', 'we', 'are', 'on', 'your', 'side', 'to', 'build', 'a', 'more', 'advanced', 'Indonesia']",positif,", build advanced Indonesia"
There is no difference between talking a lot and spreading lies,"['There', 'is', 'no', 'difference', 'between', 'talking', 'a', 'lot', 'and', 'spreading', 'lies']",negatif,difference talking lot spreading lies
lohelohe why confused,"['lohelohe', 'why', 'confused']",negatif,lohelohe confused
"vision and mission for the golden generation to welcome golden Indonesia, young people who are doubtful but have a concrete vision and mission","['vision', 'and', 'mission', 'for', 'the', 'golden', 'generation', 'to', 'welcome', 'golden', 'Indonesia', ',', 'young', 'people', 'who', 'are', 'doubtful', 'but', 'have', 'a', 'concrete', 'vision', 'and', 'mission']",positif,"vision mission golden generation golden Indonesia , people concrete vision mission"
"Gokil Recal by Mas Gibran has paid off, right, Mas?","['Gokil', 'Recal', 'by', 'Mas', 'Gibran', 'has', 'paid', 'off', ',', 'right', ',', 'Mas', '?']",netral,"Gokil Recal Mas Gibran paid , , Mas ?"
keep gassing bro gibran jan it's loose,"['keep', 'gassing', 'bro', 'gibran', 'jan', 'it', ""'s"", 'loose']",negatif,gassing bro gibran jan 's loose
wind gladiator vs love gladiator this is it,"['wind', 'gladiator', 'vs', 'love', 'gladiator', 'this', 'is', 'it']",positif,wind gladiator love gladiator
the real movement of change,"['the', 'real', 'movement', 'of', 'change']",netral,real movement change
a clear vision representing young people,"['a', 'clear', 'vision', 'representing', 'young', 'people']",positif,vision representing people
the people are also always here for you,"['the', 'people', 'are', 'also', 'always', 'here', 'for', 'you']",netral,people
"just relax, bro","['just', 'relax', ',', 'bro']",positif,"relax , bro"
My candidate pair should bump into each other,"['My', 'candidate', 'pair', 'should', 'bump', 'into', 'each', 'other']",netral,candidate pair bump
just laugh darling,"['just', 'laugh', 'darling']",positif,laugh darling
"hahaha, yes, it's just sweet talk, there's no evidence","['hahaha', ',', 'yes', ',', 'it', ""'s"", 'just', 'sweet', 'talk', ',', 'there', ""'s"", 'no', 'evidence']",positif,"hahaha , , 's sweet talk , 's evidence"
"many insults did not make him lose, he remained focused on advancing Indonesia","['many', 'insults', 'did', 'not', 'make', 'him', 'lose', ',', 'he', 'remained', 'focused', 'on', 'advancing', 'Indonesia']",positif,"insults lose , remained focused advancing Indonesia"
"If you are a sunet friend, you want one round or two rounds","['If', 'you', 'are', 'a', 'sunet', 'friend', ',', 'you', 'want', 'one', 'round', 'or', 'two', 'rounds']",positif,"sunet friend , rounds"
Presidential candidate Pak Prabowo advised us that we must always maintain good relations between each other ok gas,"['Presidential', 'candidate', 'Pak', 'Prabowo', 'advised', 'us', 'that', 'we', 'must', 'always', 'maintain', 'good', 'relations', 'between', 'each', 'other', 'ok', 'gas']",positif,Presidential candidate Pak Prabowo advised maintain relations gas
"The presidential candidate said that people's happiness is the main thing, from fishermen to farmers, they must make a profit","['The', 'presidential', 'candidate', 'said', 'that', 'people', ""'s"", 'happiness', 'is', 'the', 'main', 'thing', ',', 'from', 'fishermen', 'to', 'farmers', ',', 'they', 'must', 'make', 'a', 'profit']",positif,"presidential candidate people 's happiness main , fishermen farmers , profit"
Pak Prabowo said nickel should not be sold cheaply,"['Pak', 'Prabowo', 'said', 'nickel', 'should', 'not', 'be', 'sold', 'cheaply']",netral,Pak Prabowo nickel sold cheaply
"If the candidate pair really loses, the rickshaw won't be given out to pull again","['If', 'the', 'candidate', 'pair', 'really', 'loses', ',', 'the', 'rickshaw', 'wo', ""n't"", 'be', 'given', 'out', 'to', 'pull', 'again']",negatif,"candidate pair loses , rickshaw wo n't pull"
resign teuku ryan breaking news do you agree,"['resign', 'teuku', 'ryan', 'breaking', 'news', 'do', 'you', 'agree']",netral,resign teuku ryan breaking news agree
What should an entrepreneur do according to Mr Prabowo?,"['What', 'should', 'an', 'entrepreneur', 'do', 'according', 'to', 'Mr', 'Prabowo', '?']",netral,entrepreneur Prabowo ?
"Entrepreneurs need legal certainty, that's what Prabowo said, giving his support to Indonesian entrepreneurs","['Entrepreneurs', 'need', 'legal', 'certainty', ',', 'that', ""'s"", 'what', 'Prabowo', 'said', ',', 'giving', 'his', 'support', 'to', 'Indonesian', 'entrepreneurs']",positif,"Entrepreneurs legal certainty , 's Prabowo , support Indonesian entrepreneurs"
"The minister who supports the candidate pairs is indeed moral, but he only supports them with very minimal morals and ethics","['The', 'minister', 'who', 'supports', 'the', 'candidate', 'pairs', 'is', 'indeed', 'moral', ',', 'but', 'he', 'only', 'supports', 'them', 'with', 'very', 'minimal', 'morals', 'and', 'ethics']",positif,"minister supports candidate pairs moral , supports minimal morals ethics"
"while attending the Trimegah Political Economic Outlook event held on Wednesday at Pacific Place Jakarta, Prabowo said the tax ratio must be increased.","['while', 'attending', 'the', 'Trimegah', 'Political', 'Economic', 'Outlook', 'event', 'held', 'on', 'Wednesday', 'at', 'Pacific', 'Place', 'Jakarta', ',', 'Prabowo', 'said', 'the', 'tax', 'ratio', 'must', 'be', 'increased', '.']",positif,"attending Trimegah Political Economic Outlook event held Wednesday Pacific Jakarta , Prabowo tax ratio increased ."
"That's right, Ms. Grace, her name is also Anies, all in the name of interests","['That', ""'s"", 'right', ',', 'Ms.', 'Grace', ',', 'her', 'name', 'is', 'also', 'Anies', ',', 'all', 'in', 'the', 'name', 'of', 'interests']",positif,"'s , Ms. Grace , Anies ,"
"Prabowo is the only person, guys","['Prabowo', 'is', 'the', 'only', 'person', ',', 'guys']",netral,"Prabowo person , guys"
"Why do I too, Mr Vice President?","['Why', 'do', 'I', 'too', ',', 'Mr', 'Vice', 'President', '?']",netral,", Vice President ?"
tivu tivu nowadays the candidate pair wants to win for the electric rickshaw content which has been withdrawn again,"['tivu', 'tivu', 'nowadays', 'the', 'candidate', 'pair', 'wants', 'to', 'win', 'for', 'the', 'electric', 'rickshaw', 'content', 'which', 'has', 'been', 'withdrawn', 'again']",positif,tivu tivu nowadays candidate pair win electric rickshaw content withdrawn
Sokin lur we meet Lek Wani for coffee,"['Sokin', 'lur', 'we', 'meet', 'Lek', 'Wani', 'for', 'coffee']",netral,Sokin lur meet Lek Wani coffee
"The facts about the presidential candidate debate are truly horrifying, what Mas Anis said","['The', 'facts', 'about', 'the', 'presidential', 'candidate', 'debate', 'are', 'truly', 'horrifying', ',', 'what', 'Mas', 'Anis', 'said']",negatif,"presidential candidate debate horrifying , Mas Anis"
his soul and body were born for Indonesia,"['his', 'soul', 'and', 'body', 'were', 'born', 'for', 'Indonesia']",netral,soul body born Indonesia
"Continue to the animated mascot candidate number, rose and the boy, serial number","['Continue', 'to', 'the', 'animated', 'mascot', 'candidate', 'number', ',', 'rose', 'and', 'the', 'boy', ',', 'serial', 'number']",positif,"Continue animated mascot candidate , rose boy , serial"
shaking a little doesn't affect the wirr,"['shaking', 'a', 'little', 'does', ""n't"", 'affect', 'the', 'wirr']",negatif,shaking n't affect wirr
"An independent country is the dream of all people, all in Prabowo Gibran","['An', 'independent', 'country', 'is', 'the', 'dream', 'of', 'all', 'people', ',', 'all', 'in', 'Prabowo', 'Gibran']",positif,"independent country dream people , Prabowo Gibran"
"I'm full, sir, full of your sweet promises","['I', ""'m"", 'full', ',', 'sir', ',', 'full', 'of', 'your', 'sweet', 'promises']",positif,"'m , sir , sweet promises"
charm of vice presidential candidate all in prabowo gibrann,"['charm', 'of', 'vice', 'presidential', 'candidate', 'all', 'in', 'prabowo', 'gibrann']",positif,charm vice presidential candidate prabowo gibrann
It's just that this botuna's behavior is neutral or not,"['It', ""'s"", 'just', 'that', 'this', 'botuna', ""'s"", 'behavior', 'is', 'neutral', 'or', 'not']",netral,'s botuna 's behavior neutral
"Sherloc Cakimin, don't just talk nonsense","['Sherloc', 'Cakimin', ',', 'do', ""n't"", 'just', 'talk', 'nonsense']",positif,"Sherloc Cakimin , n't talk nonsense"
The right prospective leader dares to sacrifice his body and soul,"['The', 'right', 'prospective', 'leader', 'dares', 'to', 'sacrifice', 'his', 'body', 'and', 'soul']",netral,prospective leader dares sacrifice body soul
all in prabowo gibrann,"['all', 'in', 'prabowo', 'gibrann']",netral,prabowo gibrann
All means are willing to be used to gain truly barbaric power,"['All', 'means', 'are', 'willing', 'to', 'be', 'used', 'to', 'gain', 'truly', 'barbaric', 'power']",positif,gain barbaric power
reasons to choose Prabowo firm and loving no valid no joke,"['reasons', 'to', 'choose', 'Prabowo', 'firm', 'and', 'loving', 'no', 'valid', 'no', 'joke']",positif,reasons choose Prabowo firm loving valid joke
