tweet_english,labels
Ganjarmahfud is carrying out a flagship program in the form of school graduates definitely getting a job straight away to ensure that every vocational high school graduate gets the opportunity to get a job straight away after completing their education.,positif
"Ganjar Mahfud's mission is to eradicate poverty with a program for one poor family, one graduate",negatif
let the people express their aspirations tag fahri kpps komjen pol all out emil salim iistimewa plagiarism,netral
Gama supports internet availability through a super fast internet wake-up program,positif
campaign in Yogyakarta promises free school for a year,positif
This program aims to overcome the problem of home ownership which is a challenge for most Indonesian people,negatif
This program aims to ensure that every student who graduates from a vocational high school has the opportunity to immediately work,positif
carries a superior program in the form of graduating from school and immediately going to work,positif
ganjarmahfud pays great attention to education and empowerment of the workforce,positif
"In an effort to achieve this goal, a number of programs have been initiated to show concern and improve the welfare of farmers",positif
Gangarmahfud emphasized that improving the standard of living of farmers is the main priority for development towards a golden Indonesia,positif
through their flagship program KTP Sakti,positif
"Recognizing this phenomenon, the Gangarmahfud couple demonstrated their commitment to distributing social assistance in a targeted manner",positif
Feed supply is a serious problem that Gangarmahfud wants to fix in the upcoming presidential election. The program initiated by Gangarmahfud is called safe feed supply at a price that is easy on the pocket and here is a brief explanation.,positif
"Ganjar Pranowo will prioritize the development of MSMEs and cooperatives, both of which are the cornerstones of the national economy",netral
"Through the complete agrarian reform program, Gangarmahfud is determined to make Indonesia free from land mafia",positif
"Gangarmahfud showed their readiness to provide welfare for various community groups in Indonesia, one of which is mosque administrators",positif
Pair serial number Ganjar Pranowomahfud MD is committed to the welfare of workers in Indonesia,positif
Ganjar Pranowo and Mahfud MD showed strong determination to enforce the law as the main focus of their leadership in Indonesia,positif
Presidential candidate No. Ganjar Pranowo is committed to building health facilities in every village,netral
"In the hands of Ganjarmahfud, Indonesian women will be empowered with a national gender equality program, aamiin",netral
"empowering women, women become important figures in everyday life, that's why Ganjarmahfud issued a program: Women must have the courage to come forward and be empowered. How about the program? Let's watch the complete video.",positif
"Caring for Farmers Gangarmahfud is here with the Proud Farmers to Farm program, a program that will raise the welfare of the agricultural sector",positif
"Women are important figures in everyday life, therefore Ganjar Mahfud issued a program that women must dare to advance and be empowered. How is the program? Let's watch the full video.",positif
Presidential candidate number Ganjar Pranowo is committed to fast and equitable free internet access if he wins the presidential election.,positif
Mahfud reward program,positif
together with the Ganjarmahfud couple they will launch a women's empowerment and gender equality program,netral
through the synergy of Ganjar Pranowo and Mahfud MD Indonesia towards excellence with a solid vision and strong commitment,positif
"Gangarmahfud couple's commitment to making maritime affairs in Indonesia glorious, one of which is by improving the welfare of fishermen",positif
Gangarmahfud ensures all people in every corner of the country are connected to the internet,netral
Ganjarmahfud couple also pays attention to the welfare of mosque administrators and they are ready to launch a prosperous mosque program,positif
Gangarmahfud is committed to providing equal access to work and wages for people with disabilities,positif
Gangarmahfud the most caring couple who will create million homes for genz with easycheap financing scheme,positif
Gangarmahfud is committed to accepting customary rights forests and land of indigenous communities,positif
Gangarmahfud is firmly committed to eradicate land mafia,positif
Ganjarmahfud couple launches undergraduate poor family program to reduce poverty through education,negatif
